0 ['98', '118', '9', '157', '207', '187', '196', '205', '12', '48', '62', '50', '5', '32', '52', '184', '14', '148', '79', '61', '76', '65', '172', '117', '95', '136', '6', '163', '195', '220', '107', '189', '132', '202', '16', '219', '58', '2', '155', '7', '143', '35', '49', '25', '81', '66', '214', '147', '171', '91']
2201 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '154', '56']
2202 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '154', '56']
2203 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '154', '56']
2204 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '154', '56']
2205 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2206 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2207 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2208 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2209 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2210 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2211 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2212 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2213 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2214 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2215 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '201', '77']
2226 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '214']
2227 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '214']
2228 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2229 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2230 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2231 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2232 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2233 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2234 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2235 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2236 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2237 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2238 ['55', '198', '86', '144', '136', '83', '129', '216', '48', '30', '15', '151', '91', '4', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '184', '135', '203', '61', '191', '168', '74', '213', '96', '90', '54', '24', '232', '189', '223', '143', '201', '228', '28', '66', '177', '103', '31', '137']
2249 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2250 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2251 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2252 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2253 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2254 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2255 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2256 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2257 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '137', '4', '191', '52', '194', '216', '161']
2258 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '161', '137', '14']
2259 ['55', '198', '86', '144', '136', '83', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '161', '137', '14']
2260 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
2261 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
2262 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
2263 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
2264 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
2265 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
2266 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
2267 ['55', '198', '86', '144', '136', '129', '48', '30', '15', '151', '91', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '184', '135', '203', '61', '168', '74', '213', '96', '90', '24', '232', '189', '143', '201', '228', '28', '66', '177', '103', '31', '4', '191', '194', '216', '137', '14', '83', '145']
